id,born,x,y,seatKind,insideRealm,alive,nCity,nStateless,nRealms,freeShare,km2,blocKm2,members,lived
2179,27787,160,166,seat,1,1,10,0,10,0.2657,15271,72536,1,2213
2180,27787,329,70,seat,0,0,5,0,5,0.6537,0,0,0,450
2182,27787,283,140,seat,0,1,21,5,10,0.3095,19088,183248,1,2213
2183,27787,106,61,seat,0,1,4,0,4,0.9067,19088,19088,1,2213
2185,27787,259,101,seat,1,1,28,0,25,0.0694,26724,26724,1,2213
2186,27787,266,127,seat,1,1,28,0,24,0.0798,22906,91624,1,2213
2187,27787,362,71,seat,1,1,22,0,20,0.3085,22906,22906,2,2213
2188,27787,393,80,seat,1,1,21,0,20,0.1264,34359,57265,1,2213
2189,27787,282,134,seat,1,1,23,1,18,0.2370,34359,34359,1,2213
2190,27787,111,52,seat,0,1,2,0,2,0.7761,91624,91624,2,2213
2191,27787,264,129,seat,0,1,25,1,21,0.1951,30541,30541,1,2213
2192,27787,308,99,seat,0,1,1,0,1,0.8515,22906,99259,1,2213
2196,27787,265,108,seat,0,1,27,0,25,0.0479,22906,988774,1,2213
2197,27787,264,57,seat,1,1,23,0,21,0.0783,34359,34359,1,2213
2198,27787,262,127,seat,1,1,27,0,23,0.0592,34359,34359,1,2213
2199,27787,258,42,seat,1,1,10,0,10,0.5316,30541,148889,2,2213
2200,27787,258,112,seat,1,1,27,0,26,0.0245,26724,26724,1,2213
2201,27787,356,85,seat,1,1,27,0,26,0.0403,34359,893333,1,2213
2202,27787,251,98,seat,1,1,17,0,16,0.2428,22906,22906,1,2213
2203,27787,249,62,seat,1,1,17,0,16,0.0741,19088,248148,1,2213
2204,27787,257,126,seat,1,0,19,0,17,0.0093,0,0,0,1650
2206,27787,302,53,seat,0,1,10,0,6,0.5449,26724,133618,1,2213
2207,27787,266,112,seat,0,1,29,0,29,0.0245,26724,26724,1,2213
2208,27787,75,59,seat,0,1,2,0,2,0.9007,41994,41994,2,2213
2209,27787,361,67,seat,1,1,38,1,32,0.1784,26724,103077,1,2213
2210,27787,295,118,seat,1,0,9,0,9,0.2735,0,0,0,313
123,27787,263,118,seat,0,1,27,0,23,0.0248,11453,11453,1,2213
229,27787,261,117,seat,0,1,33,0,30,0.0248,11453,988774,1,2213
280,27787,263,116,seat,0,1,29,0,27,0.0248,11453,988774,1,2213
512,27787,265,116,seat,0,1,29,0,28,0.0248,7635,7635,1,2213
602,27787,261,115,seat,0,1,30,0,30,0.0248,22906,22906,1,2213
1289,27787,265,50,seat,0,1,30,0,28,0.1468,15271,15271,1,2213
2215,27800,264,58,land,0,0,23,0,21,0.0664,0,0,0,2200
2216,27800,264,86,land,0,0,7,0,6,0.6936,0,0,0,2200
2248,27900,271,53,land,0,0,24,0,22,0.2267,0,0,0,2100
2249,27900,287,90,land,0,0,23,0,18,0.1805,0,0,0,2100
2078,27936,423,48,seat,0,0,0,0,0,0.9375,0,0,0,1201
2080,27936,261,138,seat,0,0,6,2,3,0.8881,0,0,0,1201
2081,27936,144,179,seat,0,0,0,0,0,0.9804,0,0,0,1201
2083,27937,113,54,seat,0,0,1,0,1,0.8664,0,0,0,1500
2117,27937,376,101,seat,0,1,3,0,3,0.5882,41994,41994,2,2063
2135,27937,258,137,seat,0,1,5,1,3,0.8137,57265,91624,1,2063
2211,27937,255,115,seat,1,1,24,0,24,0.0299,11453,11453,1,2063
2212,27937,262,110,seat,1,1,28,0,27,0.0303,45812,45812,1,2063
2214,27937,268,126,seat,0,1,31,0,28,0.0368,34359,34359,1,2063
2217,27937,412,57,seat,1,0,35,0,32,0.1314,0,0,0,163
2218,27937,258,105,seat,1,1,27,0,25,0.0058,30541,988774,1,2063
2219,27937,119,71,seat,1,1,13,0,12,0.6300,38177,38177,1,2063
2220,27937,161,162,seat,1,1,17,0,15,0.2216,53447,53447,2,2063
2221,27937,253,75,seat,1,0,19,0,18,0.1439,0,0,0,1950
2240,27937,375,84,seat,0,1,5,0,4,0.2402,41994,893333,1,2063
2224,27937,286,91,seat,0,0,25,0,19,0.0882,0,0,0,900
2225,27937,265,110,seat,0,1,26,0,26,0.0364,34359,34359,1,2063
2226,27937,160,159,seat,1,1,22,0,20,0.2682,34359,57265,1,2063
2227,27937,162,149,seat,0,1,11,1,10,0.7600,3818,3818,1,2063
2228,27937,398,85,seat,0,1,8,0,8,0.2371,26724,190883,1,2063
2229,27937,368,82,seat,1,1,14,0,13,0.1475,38177,38177,1,2063
2230,27937,281,125,seat,1,1,19,0,17,0.0870,19088,95442,1,2063
2231,27937,253,56,seat,1,0,38,0,32,0.0276,0,0,0,1050
2232,27937,254,51,seat,1,0,31,0,26,0.0112,0,0,0,163
2234,27937,269,110,seat,1,1,30,0,30,0.0121,34359,988774,1,2063
2235,27937,162,156,seat,1,1,20,0,18,0.3799,19088,22906,1,2063
2236,27937,354,86,seat,1,0,31,0,30,0.0333,0,0,0,1350
2237,27937,162,151,seat,1,1,13,0,12,0.6497,7635,34359,1,2063
2239,27937,316,71,seat,1,0,15,0,13,0.3556,0,0,0,1800
2241,27937,256,105,seat,1,1,26,0,24,0.0347,34359,34359,1,2063
2242,27937,239,107,seat,0,1,15,0,15,0.2548,26724,164159,1,2063
2243,27937,162,153,seat,1,1,17,0,15,0.5254,3818,3818,1,2063
2244,27937,143,120,seat,1,0,4,0,4,0.5776,0,0,0,1200
2245,27937,318,69,seat,0,0,15,0,12,0.3613,0,0,0,1950
2246,27937,370,84,seat,1,1,11,0,10,0.1061,41994,41994,1,2063
2247,27937,288,118,seat,1,1,18,0,17,0.1491,34359,988774,1,2063
2250,27937,171,148,seat,0,1,2,2,0,0.8743,26724,61083,1,2063
2251,27937,395,81,seat,1,0,20,0,19,0.1111,0,0,0,163
2252,27937,117,66,seat,1,1,14,0,13,0.5581,26724,26724,1,2063
2253,27937,366,71,seat,1,1,20,0,18,0.4129,15271,568831,1,2063
1859,27937,373,68,seat,0,1,32,1,28,0.2607,19088,19088,1,2063
1610,27937,236,101,seat,0,0,13,0,11,0.2890,0,0,0,1413
1373,27937,363,55,seat,0,1,16,4,11,0.7287,11453,45812,1,2063
2051,27937,258,50,seat,1,1,30,0,26,0.0316,38177,38177,1,2063
1621,27937,164,156,seat,0,1,16,0,14,0.4778,3818,19088,1,2063
1978,27937,243,55,seat,0,1,27,0,23,0.1561,7635,7635,1,2063
2141,27937,239,52,seat,0,1,14,0,13,0.3810,91624,91624,1,2063
2280,28000,265,55,land,0,0,29,0,27,0.1148,0,0,0,2000
2281,28000,267,77,land,0,0,13,0,9,0.1905,0,0,0,2000
2254,28087,287,89,seat,0,0,20,0,16,0.2174,0,0,0,450
2256,28087,354,79,seat,1,0,25,0,25,0.2381,0,0,0,150
2257,28087,246,97,seat,1,1,12,0,10,0.3179,80171,80171,1,1913
2258,28087,155,151,seat,1,1,13,0,13,0.6045,11453,72536,1,1913
2259,28087,340,67,seat,1,0,17,0,17,0.5399,0,0,0,150
2260,28087,396,87,seat,0,1,8,0,7,0.1900,30541,164159,1,1913
2261,28087,289,76,seat,1,0,17,0,15,0.1316,0,0,0,150
2262,28087,377,71,seat,1,1,20,1,18,0.4527,38177,76353,1,1913
2263,28087,299,32,seat,1,0,3,0,3,0.8447,0,0,0,150
2264,28087,287,90,seat,0,1,23,0,19,0.1805,15271,423760,1,1913
2265,28087,275,90,seat,1,1,36,0,30,0.0400,22906,22906,1,1913
2266,28087,371,58,seat,0,1,34,4,24,0.3460,19088,19088,1,1913
2267,28087,114,68,seat,1,1,17,0,15,0.2322,49630,57265,1,1913
2268,28087,153,159,seat,0,0,16,0,15,0.3967,0,0,0,1650
2269,28087,155,149,seat,0,1,9,0,9,0.6914,22906,22906,1,1913
2271,28087,258,79,seat,1,0,11,0,11,0.4809,0,0,0,150
2272,28087,240,55,seat,1,0,18,0,17,0.1399,0,0,0,313
2273,28087,298,78,seat,1,0,10,0,9,0.3605,0,0,0,1650
2274,28087,248,40,seat,0,1,4,0,4,0.5854,30541,164159,1,1913
2275,28087,229,70,seat,1,0,5,0,4,0.3846,0,0,1,1913
2277,28087,368,64,seat,1,1,46,1,38,0.1086,34359,34359,1,1913
2279,28087,383,105,seat,0,1,1,0,1,0.7273,26724,164159,1,1913
2283,28087,164,148,seat,0,1,11,2,8,0.6171,22906,22906,1,1913
2285,28087,358,79,seat,1,1,23,0,23,0.2553,26724,568831,1,1913
2291,28087,359,76,seat,1,1,17,0,17,0.3627,22906,22906,2,1913
2292,28087,231,103,seat,1,0,9,0,8,0.3237,0,0,0,1350
2294,28087,294,101,seat,1,1,13,0,13,0.2077,15271,423760,1,1913
1139,28087,265,124,seat,0,0,31,0,28,0.0062,0,0,1,1913
2304,28100,262,53,land,0,0,33,0,27,0.0873,0,0,0,1900
2327,28200,302,76,land,0,0,14,0,12,0.3077,0,0,0,1800
84,28224,343,80,seat,0,1,16,0,16,0.4171,41994,41994,1,1776
2222,28224,166,143,seat,0,1,4,1,3,0.8786,95442,95442,1,1776
578,28237,275,140,seat,0,1,19,0,15,0.4624,34359,87806,1,1763
1539,28237,275,145,seat,0,1,16,5,9,0.7225,11453,87806,1,1763
1566,28237,289,136,seat,0,1,14,7,4,0.6622,122165,133618,2,1763
1990,28237,275,144,seat,0,1,17,5,9,0.6647,34359,34359,1,1763
2169,28237,288,143,seat,0,1,17,11,3,0.6316,26724,183248,1,1763
2298,28237,123,77,seat,0,0,3,0,3,0.5368,0,0,1,1500
2299,28237,288,104,seat,1,1,27,0,25,0.0174,26724,30541,1,1763
2300,28237,398,71,seat,1,1,20,0,17,0.0185,19088,80171,1,1763
2301,28237,164,151,seat,0,1,18,2,14,0.4407,41994,41994,1,1763
2303,28237,142,174,seat,0,1,2,0,2,0.6271,34359,34359,1,1763
2305,28237,276,83,seat,1,0,31,0,23,0.0683,0,0,0,163
2306,28237,286,102,seat,1,0,30,0,27,0.0058,0,988774,1,1763
2307,28237,152,161,seat,0,1,15,0,14,0.3934,11453,57265,1,1763
2308,28237,354,88,seat,1,1,27,0,25,0.0000,26724,893333,1,1763
2310,28237,357,64,seat,1,0,40,2,36,0.1674,0,0,0,163
2311,28237,398,82,seat,0,1,12,0,11,0.0545,38177,38177,1,1763
2313,28237,299,92,seat,0,1,0,0,0,0.6258,3818,3818,1,1763
2314,28237,286,104,seat,1,1,29,0,26,0.0058,26724,80171,1,1763
2316,28237,276,105,seat,1,1,32,0,25,0.0116,22906,22906,1,1763
2317,28237,389,68,seat,1,1,39,0,35,0.0000,15271,45812,1,1763
2318,28237,275,119,seat,1,1,25,0,23,0.0311,26724,99259,1,1763
2319,28237,76,56,seat,0,1,3,0,3,0.8621,57265,57265,1,1763
2320,28237,160,148,seat,0,1,13,1,12,0.5657,26724,34359,1,1763
2321,28237,150,167,seat,1,1,7,0,7,0.5080,45812,45812,1,1763
2323,28237,284,103,seat,1,1,35,0,30,0.0058,30541,80171,1,1763
2324,28237,270,61,seat,1,0,24,0,18,0.1429,0,0,0,163
2325,28237,107,70,seat,0,1,7,0,7,0.6000,26724,26724,1,1763
2328,28237,222,99,seat,0,1,1,0,1,0.8661,3818,76353,1,1763
2329,28237,406,53,seat,1,0,27,0,25,0.2151,0,0,0,300
2330,28237,285,93,seat,1,0,30,0,22,0.0000,0,0,0,463
2331,28237,365,70,seat,1,1,25,0,24,0.3561,26724,26724,1,1763
2332,28237,286,108,seat,1,1,30,0,27,0.0299,22906,22906,1,1763
2333,28237,354,79,seat,0,0,25,0,25,0.2381,0,0,0,300
2334,28237,240,105,seat,0,1,20,0,19,0.1802,34359,34359,1,1763
2335,28237,335,79,seat,1,0,11,0,10,0.5851,0,0,0,1200
2336,28237,157,152,seat,1,1,16,0,16,0.4181,38177,38177,1,1763
2337,28237,340,67,seat,1,0,17,0,17,0.5399,0,0,0,300
2338,28237,248,79,seat,1,0,15,0,15,0.4032,0,0,0,600
2339,28237,233,100,seat,1,0,11,0,10,0.3988,0,0,0,300
2340,28237,299,32,seat,1,0,3,0,3,0.8447,0,0,0,300
2341,28237,288,97,seat,1,1,24,0,22,0.0219,41994,41994,1,1763
2359,28300,315,73,land,0,0,13,0,12,0.6087,0,0,0,1700
2360,28300,256,63,land,0,0,14,0,13,0.0678,0,0,0,1700
2361,28300,282,70,land,0,0,22,0,19,0.0080,0,0,0,1700
2342,28387,120,66,seat,0,1,15,0,13,0.4558,11453,11453,1,1613
2343,28387,280,106,seat,1,1,33,0,29,0.0000,19088,988774,1,1613
2345,28387,251,75,seat,1,0,21,0,19,0.0851,0,0,0,313
2346,28387,224,99,seat,0,1,7,0,7,0.8092,22906,72536,1,1613
2347,28387,161,168,seat,1,1,6,0,6,0.3636,26724,26724,1,1613
2348,28387,388,74,seat,1,1,31,1,28,0.1598,34359,34359,1,1613
2349,28387,270,133,seat,1,1,20,1,17,0.3787,34359,34359,1,1613
2350,28387,220,99,seat,0,1,6,0,6,0.9293,22906,80171,1,1613
2351,28387,77,68,seat,0,1,1,0,1,0.9435,38177,38177,1,1613
2352,28387,271,45,seat,1,1,24,0,23,0.2837,38177,118347,1,1613
2353,28387,284,86,seat,1,1,26,0,23,0.1039,34359,34359,1,1613
2354,28387,400,70,seat,1,1,21,0,19,0.0194,22906,22906,1,1613
2355,28387,273,119,seat,1,1,29,0,28,0.0248,34359,57265,1,1613
2356,28387,242,57,seat,1,1,26,0,24,0.0655,22906,22906,2,1613
2358,28387,222,97,seat,0,1,6,0,6,0.9389,41994,41994,1,1613
2365,28387,288,76,seat,1,0,17,0,15,0.1408,0,0,0,150
2366,28387,280,87,seat,1,0,34,0,29,0.0294,0,0,0,313
2367,28387,361,60,seat,0,1,35,2,30,0.2961,34359,34359,1,1613
2368,28387,353,92,seat,1,1,22,0,20,0.0000,41994,41994,2,1613
2369,28387,165,122,seat,0,1,1,0,1,1.0000,68718,68718,1,1613
2370,28387,250,96,seat,0,0,13,0,13,0.3931,0,0,0,150
2372,28387,230,99,seat,0,1,13,0,12,0.5202,19088,76353,1,1613
2373,28387,148,186,seat,0,1,2,0,2,0.9695,38177,38177,1,1613
2374,28387,279,95,seat,1,1,40,0,29,0.0000,34359,80171,1,1613
2375,28387,280,126,seat,1,1,20,0,19,0.0920,38177,38177,1,1613
2376,28387,106,57,seat,0,1,4,0,4,0.9121,30541,30541,1,1613
2378,28387,273,96,seat,1,1,31,0,27,0.0347,11453,11453,3,1613
2379,28387,344,98,seat,1,1,19,0,18,0.0000,34359,893333,1,1613
2380,28387,223,108,seat,0,1,4,0,4,0.6279,34359,49630,1,1613
2381,28387,416,53,seat,1,1,25,0,24,0.4360,34359,45812,1,1613
2382,28387,356,76,seat,1,1,16,0,16,0.3472,15271,15271,1,1613
2384,28387,222,106,seat,0,1,6,0,6,0.6739,26724,80171,1,1613
2385,28387,251,41,seat,1,0,8,0,8,0.5182,0,0,0,313
1938,28387,366,59,seat,1,1,40,4,30,0.3362,34359,34359,1,1613
2010,28387,375,69,seat,0,1,27,1,25,0.3237,30541,30541,1,1613
1925,28387,164,158,seat,0,1,19,1,17,0.3523,45812,72536,1,1613
2413,28500,313,73,land,0,0,15,0,14,0.5730,0,0,0,1500
2322,28512,367,56,seat,1,1,22,3,15,0.5679,34359,34359,1,1488
2295,28512,165,55,seat,0,1,2,2,0,1.0000,64900,114530,2,1488
470,28537,290,143,seat,0,1,12,1,8,0.4719,15271,26724,2,1463
530,28537,292,142,seat,0,1,10,1,7,0.4800,15271,53447,1,1463
632,28537,293,138,seat,0,1,8,1,5,0.5341,22906,53447,1,1463
678,28537,286,144,seat,0,1,16,6,6,0.5313,38177,38177,2,1463
2150,28537,268,136,seat,0,1,12,0,10,0.5896,34359,179430,1,1463
2286,28537,168,150,seat,0,1,14,2,10,0.5537,11453,11453,1,1463
2386,28537,293,119,seat,1,1,13,0,12,0.2677,30541,30541,1,1463
2387,28537,226,101,seat,1,1,16,0,16,0.3114,11453,80171,1,1463
2388,28537,255,40,seat,1,1,8,0,7,0.5256,45812,45812,1,1463
2389,28537,149,182,seat,0,1,4,1,3,0.6214,45812,45812,1,1463
2390,28537,409,59,seat,1,1,40,0,36,0.0524,11453,45812,1,1463
2391,28537,164,153,seat,1,1,22,1,20,0.2881,11453,11453,1,1463
2392,28537,344,75,seat,1,0,16,0,16,0.3299,0,0,0,163
2393,28537,145,126,seat,0,1,7,0,7,0.5276,87806,87806,2,1463
2394,28537,222,101,seat,0,1,10,0,10,0.3529,34359,80171,1,1463
2395,28537,281,70,seat,1,1,23,0,19,0.0000,30541,30541,1,1463
2396,28537,288,124,seat,1,1,11,0,11,0.2177,45812,45812,1,1463
2397,28537,412,60,seat,1,1,36,0,32,0.0199,34359,118347,1,1463
2398,28537,415,56,seat,1,1,33,0,30,0.2265,34359,41994,1,1463
2399,28537,289,84,seat,1,0,13,0,12,0.4211,0,99259,1,1350
2400,28537,160,153,seat,1,1,25,1,23,0.1073,7635,41994,1,1463
2401,28537,395,62,seat,1,1,33,0,30,0.0049,22906,778803,1,1463
2402,28537,398,77,seat,1,1,19,0,17,0.0175,19088,61083,1,1463
2403,28537,231,102,seat,1,1,16,0,15,0.3179,19088,72536,1,1463
2404,28537,410,53,seat,1,0,30,0,27,0.2709,0,0,0,163
2405,28537,273,91,seat,1,1,30,0,26,0.0743,15271,80171,1,1463
2406,28537,365,61,seat,1,0,45,1,37,0.1511,0,0,0,163
2407,28537,224,101,seat,0,1,14,0,14,0.3469,30541,30541,1,1463
2408,28537,412,57,seat,1,1,37,0,33,0.0805,34359,34359,1,1463
2409,28537,363,69,seat,1,1,29,0,27,0.2609,11453,103077,1,1463
2410,28537,119,73,seat,0,1,13,0,11,0.2539,61083,61083,2,1463
2411,28537,387,68,seat,1,1,42,0,41,0.0049,34359,34359,1,1463
2412,28537,294,104,seat,1,1,16,0,15,0.0704,38177,38177,1,1463
2415,28537,406,53,seat,1,0,29,0,25,0.1793,0,0,0,300
2416,28537,382,73,seat,0,1,25,0,25,0.3518,34359,76353,1,1463
2417,28537,288,76,seat,1,0,18,0,16,0.2183,0,0,0,300
2418,28537,354,79,seat,1,1,26,0,24,0.2646,34359,893333,1,1463
2419,28537,272,130,seat,1,1,29,0,29,0.1617,34359,34359,1,1463
2420,28537,250,96,seat,0,0,13,0,13,0.3642,0,0,0,600
2421,28537,340,67,seat,1,0,17,0,17,0.5305,0,0,0,300
2422,28537,381,104,seat,0,1,4,0,4,0.6027,19088,893333,1,1463
2423,28537,232,100,seat,1,1,16,0,15,0.3295,53447,76353,1,1463
2424,28537,299,32,seat,1,0,3,0,3,0.8523,0,0,0,300
2425,28537,240,72,seat,1,1,14,0,13,0.2778,22906,22906,1,1463
2005,28537,280,128,seat,1,1,23,0,23,0.1152,22906,22906,1,1463
2426,28687,405,50,seat,0,0,15,0,14,0.4082,0,0,0,150
2427,28687,275,73,seat,1,0,17,0,15,0.0000,0,0,0,600
2428,28687,282,91,seat,1,0,36,0,27,0.0060,0,0,0,213
2430,28687,106,59,seat,0,1,6,0,6,0.9149,34359,34359,1,1313
2431,28687,233,103,seat,1,1,18,0,17,0.2139,30541,72536,1,1313
2432,28687,218,100,seat,0,1,7,0,7,0.2647,19088,80171,1,1313
2433,28687,277,71,seat,1,0,20,0,17,0.0000,0,0,0,213
2434,28687,276,97,seat,1,0,34,0,27,0.0173,0,0,0,213
2435,28687,96,55,seat,0,1,2,0,2,0.9919,22906,22906,1,1313
2436,28687,253,53,seat,1,0,35,0,31,0.0000,0,0,0,450
2437,28687,273,73,seat,1,0,19,0,16,0.0390,0,0,0,450
2438,28687,228,104,seat,1,1,15,0,14,0.3333,19088,61083,1,1313
2439,28687,288,83,seat,1,0,14,0,13,0.3553,0,0,0,150
2440,28687,164,154,seat,1,0,24,1,22,0.2938,0,0,0,450
2441,28687,393,63,seat,1,1,34,0,29,0.0049,26724,26724,1,1313
2445,28687,286,142,seat,1,1,20,4,9,0.3929,34359,34359,1,1313
2446,28687,110,70,seat,1,0,11,0,11,0.3659,0,0,0,450
2447,28687,231,105,seat,1,1,16,0,15,0.3237,26724,26724,1,1313
2448,28687,141,184,seat,0,1,4,1,3,0.6967,26724,26724,1,1313
1826,28687,417,55,seat,0,1,27,0,26,0.3391,15271,167977,1,1313
2451,28700,258,62,land,0,0,19,0,17,0.0504,0,0,0,1300
2364,28800,171,123,seat,0,1,1,0,1,0.8594,26724,26724,1,1200
2467,28800,272,53,land,0,0,23,0,22,0.2540,0,0,0,1200
2468,28800,272,85,land,0,0,23,1,19,0.2686,0,0,0,1200
1542,28837,278,149,seat,0,1,16,12,4,0.8457,26724,26724,1,1163
2109,28837,270,139,seat,0,1,10,0,10,0.6705,19088,179430,1,1163
2120,28837,270,137,seat,0,1,12,0,12,0.5896,30541,30541,1,1163
2287,28837,375,56,seat,0,1,28,2,24,0.4115,19088,129800,1,1163
2309,28837,167,152,seat,0,1,17,0,17,0.3898,11453,72536,1,1163
2315,28837,157,142,seat,0,1,2,0,2,0.9249,64900,64900,1,1163
2449,28837,277,114,seat,1,1,29,0,28,0.0000,22906,164159,1,1163
2450,28837,261,100,seat,1,1,25,0,23,0.1098,30541,30541,1,1163
2452,28837,387,80,seat,1,1,16,0,16,0.3476,19088,19088,1,1163
2453,28837,236,56,seat,1,1,15,0,14,0.0351,26724,99259,1,1163
2455,28837,245,71,seat,1,0,19,0,17,0.0862,0,0,0,113
2456,28837,118,66,seat,1,0,18,0,17,0.3395,0,0,0,163
2457,28837,228,102,seat,1,1,17,0,16,0.3757,26724,26724,1,1163
2458,28837,256,46,seat,1,0,21,0,19,0.0336,0,0,0,300
2459,28837,346,85,seat,1,1,25,0,22,0.1921,91624,91624,1,1163
2460,28837,374,61,seat,1,0,43,3,36,0.1244,0,0,0,363
2461,28837,272,86,seat,1,0,24,1,21,0.2727,0,0,0,300
2462,28837,151,157,seat,0,1,13,0,12,0.5353,38177,38177,2,1163
2463,28837,276,121,seat,1,1,28,0,27,0.0186,34359,99259,1,1163
2464,28837,162,147,seat,1,1,15,0,15,0.4743,61083,61083,1,1163
2465,28837,289,76,seat,1,0,18,0,15,0.1776,0,0,0,300
2466,28837,263,136,seat,0,1,11,0,11,0.5750,19088,19088,1,1163
2472,28837,288,76,seat,1,0,18,0,15,0.1690,0,0,0,750
2473,28837,368,44,seat,0,1,7,2,4,0.8485,11453,11453,1,1163
2474,28837,408,59,seat,1,1,36,1,31,0.0261,34359,45812,1,1163
2475,28837,334,81,seat,1,0,10,0,10,0.3955,0,0,0,300
2476,28837,340,67,seat,1,0,17,0,16,0.5305,0,0,0,300
2477,28837,244,57,seat,1,1,30,0,27,0.0391,38177,38177,1,1163
2478,28837,108,68,seat,1,1,13,0,12,0.4929,34359,34359,1,1163
2479,28837,233,106,seat,1,1,18,0,17,0.2814,34359,34359,2,1163
2480,28837,153,174,seat,0,1,8,0,8,0.7315,57265,57265,2,1163
2481,28837,299,32,seat,1,0,3,0,2,0.6705,0,0,0,450
2482,28837,151,161,seat,0,1,17,0,17,0.3693,38177,38177,1,1163
2030,28837,287,139,seat,0,1,18,0,14,0.0839,41994,49630,2,1163
1400,28837,264,52,seat,0,1,31,0,29,0.1043,34359,34359,1,1163
2144,28837,260,132,seat,0,1,14,0,14,0.2683,22906,22906,1,1163
2501,28900,304,70,land,0,0,16,0,14,0.1783,0,0,0,1100
2502,28900,265,106,land,0,0,29,0,27,0.0533,0,0,0,1100
2483,28987,405,50,seat,0,0,16,1,14,0.3446,0,0,0,150
2484,28987,366,44,seat,0,1,6,2,3,0.8620,30541,30541,1,1013
2487,28987,153,172,seat,0,1,11,0,10,0.5879,7635,7635,1,1013
2488,28987,285,113,seat,1,1,28,0,28,0.0368,41994,41994,1,1013
2489,28987,411,47,seat,0,1,13,1,12,0.5950,19088,19088,1,1013
2490,28987,266,121,seat,1,1,30,0,28,0.0000,34359,34359,1,1013
2491,28987,111,70,seat,1,1,17,0,15,0.2537,26724,26724,1,1013
2492,28987,373,43,seat,1,1,7,2,4,0.8492,26724,26724,1,1013
2493,28987,152,170,seat,1,1,13,0,12,0.5000,26724,26724,1,1013
2494,28987,411,141,seat,0,1,0,0,0,1.0000,22906,568831,1,1013
2496,28987,117,69,seat,1,1,20,0,18,0.1353,38177,38177,1,1013
2500,28987,151,172,seat,0,1,13,0,12,0.5856,11453,11453,1,1013
2503,28987,277,112,seat,1,1,31,0,29,0.0000,34359,34359,2,1013
2505,28987,149,173,seat,0,1,12,0,11,0.6133,30541,30541,1,1013
2506,28987,79,72,seat,0,1,2,0,2,0.8899,30541,106895,1,1013
2508,28987,282,107,seat,1,1,30,0,29,0.0000,34359,423760,1,1013
2509,28987,150,170,seat,1,1,14,0,13,0.5187,26724,26724,1,1013
2510,28987,257,118,seat,1,0,29,0,28,0.0000,0,0,0,313
2511,28987,360,64,seat,1,1,44,0,42,0.0724,34359,103077,1,1013
2513,28987,76,54,seat,0,1,5,1,3,0.8235,22906,57265,1,1013
2514,28987,291,139,seat,0,1,12,0,9,0.0935,15271,53447,1,1013
2515,28987,155,172,seat,0,1,12,0,11,0.5625,49630,83989,1,1013
2516,28987,140,182,seat,0,1,4,0,4,0.7414,22906,22906,1,1013
2521,29000,284,52,land,0,0,16,0,13,0.5344,0,0,0,1000
2522,29000,289,81,land,0,0,12,0,12,0.3896,0,0,0,1000
2558,29100,299,70,land,0,0,25,0,20,0.1053,0,0,0,900
2079,29137,266,35,seat,0,1,6,0,6,0.7956,80171,118347,1,863
2255,29137,363,57,seat,0,1,25,0,22,0.4644,34359,45812,1,863
2442,29137,69,49,seat,0,1,2,0,2,0.9191,22906,22906,1,863
2497,29137,370,42,seat,0,1,6,1,5,0.8317,19088,19088,1,863
2518,29137,398,62,seat,1,1,33,0,32,0.0250,34359,72536,1,863
2519,29137,389,80,seat,1,0,22,0,22,0.1765,0,0,0,163
2520,29137,151,168,seat,1,0,20,0,19,0.2021,0,0,0,163
2523,29137,118,66,seat,1,0,19,0,18,0.3860,0,0,0,163
2524,29137,240,99,seat,1,0,19,0,18,0.2543,0,0,0,163
2525,29137,392,84,seat,1,1,19,0,19,0.0848,34359,190883,1,863
2527,29137,139,129,seat,1,1,7,0,6,0.4295,30541,80171,1,863
2528,29137,157,168,seat,0,1,19,0,18,0.0959,15271,49630,1,863
2529,29137,290,71,seat,1,1,29,0,25,0.0235,26724,26724,1,863
2530,29137,260,51,seat,1,0,35,0,33,0.0385,0,0,0,163
2531,29137,410,53,seat,1,1,31,0,28,0.2390,38177,38177,1,863
2532,29137,110,75,seat,1,1,5,0,5,0.8182,175612,175612,1,863
2533,29137,155,161,seat,1,0,24,0,24,0.1475,0,0,0,163
2534,29137,391,69,seat,1,1,41,0,39,0.0000,34359,34359,1,863
2535,29137,409,73,seat,1,0,11,3,8,0.2727,0,0,0,600
2536,29137,270,61,seat,1,1,23,0,17,0.0714,34359,34359,1,863
2537,29137,395,81,seat,1,0,24,0,23,0.0065,0,0,0,163
2538,29137,240,55,seat,1,0,20,0,18,0.0140,0,0,0,163
2539,29137,110,62,seat,0,0,14,0,14,0.5740,0,0,0,300
2540,29137,148,171,seat,1,1,16,0,15,0.2833,26724,26724,1,863
2541,29137,254,51,seat,1,1,33,1,29,0.0279,26724,156524,1,863
2542,29137,397,60,seat,1,0,35,0,33,0.0352,0,0,0,163
2543,29137,102,56,seat,0,1,6,0,6,0.7778,34359,34359,1,863
2544,29137,149,178,seat,0,1,10,1,8,0.4125,19088,19088,1,863
2545,29137,253,53,seat,1,1,35,0,33,0.0205,34359,38177,1,863
2546,29137,406,53,seat,1,0,30,0,27,0.1514,0,0,0,300
2547,29137,389,51,seat,0,1,14,0,14,0.5709,30541,30541,1,863
2548,29137,272,78,seat,1,0,15,0,12,0.0206,0,0,0,363
2549,29137,370,44,seat,0,0,7,1,6,0.8148,0,0,0,300
