id,born,x,y,seatKind,insideRealm,alive,nCity,nStateless,nRealms,freeShare,km2,blocKm2,members,lived
29,14887,136,40,seat,0,0,1,0,1,0.4516,0,0,0,1800
30,14887,140,46,seat,1,0,1,0,1,0.6889,0,0,0,6000
31,14887,136,40,seat,0,0,1,0,1,0.4516,0,0,0,3450
32,14887,136,40,seat,0,0,1,0,1,0.4516,0,0,0,1200
33,14887,136,40,seat,1,0,1,0,1,0.4516,0,0,0,300
34,15037,136,40,seat,1,0,1,0,1,0.4516,0,0,0,750
35,15037,136,40,seat,1,1,1,0,1,0.4516,107664,107664,2,8963
36,15037,136,40,seat,1,0,1,0,1,0.4516,0,0,0,4713
37,15037,140,46,seat,1,0,1,0,1,0.5111,0,0,0,213
38,15100,132,41,land,0,0,1,0,1,0.8378,0,0,0,8900
40,15300,138,40,land,0,0,13,0,12,0.3871,0,0,0,4837
39,15337,140,46,seat,1,0,1,0,1,0.6444,0,0,0,3450
41,15487,140,46,seat,1,0,1,0,1,0.4444,0,0,0,3300
42,15500,132,40,land,0,0,12,0,10,0.8000,0,0,0,8500
43,15637,140,46,seat,1,0,1,0,1,0.4667,0,0,0,750
46,15700,137,47,land,0,0,26,0,20,0.8444,0,0,0,8300
44,15787,140,46,seat,1,0,1,0,1,0.6000,0,0,0,1650
45,15787,140,46,seat,1,0,1,0,1,0.6000,0,0,0,2100
53,15900,137,46,land,0,0,24,0,21,0.8000,0,0,0,8100
47,15937,140,46,seat,1,0,1,0,1,0.6222,0,0,0,1650
48,15937,140,46,seat,1,0,1,0,1,0.6222,0,0,0,3000
50,15937,140,46,seat,1,0,1,0,1,0.6222,0,0,0,1350
51,15937,140,46,seat,1,0,1,0,1,0.6222,0,0,0,1500
52,15937,140,46,seat,1,0,1,0,1,0.6222,0,0,0,1350
54,15937,140,46,seat,1,0,1,0,1,0.6222,0,0,0,1650
55,16087,140,46,seat,1,0,1,0,1,0.6000,0,0,0,1800
56,16087,140,46,seat,1,0,1,0,1,0.6000,0,0,0,3000
57,16087,140,46,seat,1,0,1,0,1,0.6000,0,0,0,1800
58,16087,140,46,seat,1,0,1,0,1,0.6000,0,0,0,1800
59,16087,140,46,seat,1,0,1,0,1,0.6000,0,0,0,1800
60,16087,140,46,seat,1,0,1,0,1,0.6000,0,0,0,1350
62,16100,138,46,land,0,0,26,0,22,0.6889,0,0,0,7900
49,16128,134,44,seat,0,0,0,0,0,0.9111,0,0,0,1459
61,16237,140,46,seat,1,0,1,0,1,0.6000,0,0,0,1650
63,16237,140,46,seat,1,0,1,0,1,0.6000,0,0,0,5550
64,16237,140,46,seat,1,0,1,0,1,0.6000,0,0,0,313
65,16237,140,46,seat,1,0,1,0,1,0.6000,0,0,0,163
66,16687,140,45,seat,1,0,29,0,22,0.4222,0,0,0,2850
68,16687,138,40,seat,0,0,8,0,7,0.3548,0,0,0,4350
69,16687,138,40,seat,0,0,8,0,7,0.3548,0,0,0,2100
70,16837,140,46,seat,1,0,2,0,2,0.4444,0,0,0,1800
71,16837,140,46,seat,1,0,2,0,2,0.4444,0,0,0,2850
72,16987,141,50,seat,0,0,6,0,6,0.5333,0,0,0,2763
73,16987,140,47,seat,1,0,32,0,27,0.2222,0,492180,1,7013
74,16987,173,42,seat,0,1,5,0,5,0.7234,107664,107664,2,7013
75,16987,140,47,seat,1,0,32,0,27,0.2222,0,0,0,1650
76,16987,174,42,seat,0,0,1,0,1,0.7234,0,0,1,7013
77,16987,140,47,seat,1,0,32,0,27,0.2222,0,0,0,1800
78,16987,174,42,seat,0,0,1,0,1,0.7234,0,0,0,1800
79,16987,140,47,seat,1,0,32,0,27,0.2222,0,0,0,1800
80,16987,174,42,seat,0,0,1,0,1,0.7234,0,0,0,1800
81,16987,168,38,seat,0,1,2,0,2,0.8235,30761,215329,1,7013
82,16987,140,47,seat,1,0,32,0,27,0.2222,0,0,0,2700
83,16987,168,39,seat,0,0,1,0,1,0.7959,0,0,0,900
84,16987,174,42,seat,0,0,1,0,1,0.7234,0,0,0,3000
102,17100,168,40,land,0,0,7,0,7,0.7391,0,0,0,6900
85,17137,140,46,seat,1,0,14,0,14,0.3333,0,0,0,1950
86,17137,140,47,seat,1,0,32,0,27,0.3333,0,0,0,1050
87,17137,168,39,seat,0,0,1,0,1,0.8367,0,0,0,900
88,17137,174,42,seat,0,0,1,0,1,0.6809,0,0,0,1650
89,17137,140,47,seat,1,0,32,0,27,0.3333,0,0,0,1500
90,17137,168,39,seat,1,0,1,0,1,0.8367,0,0,0,1050
91,17137,174,42,seat,1,0,1,0,1,0.6809,0,0,0,1650
92,17137,140,47,seat,1,0,32,0,27,0.3333,0,0,0,1650
93,17137,168,39,seat,1,0,1,0,1,0.8367,0,0,0,1650
94,17137,174,42,seat,1,0,1,0,1,0.6809,0,0,0,1650
95,17137,140,47,seat,1,0,32,0,27,0.3333,0,0,0,1650
96,17137,168,39,seat,1,0,1,0,1,0.8367,0,0,0,1650
97,17137,174,42,seat,1,0,1,0,1,0.6809,0,0,0,1650
98,17137,138,40,seat,1,0,8,0,7,0.2581,0,0,0,113
99,17137,140,47,seat,1,0,32,0,27,0.3333,0,0,0,1650
100,17137,168,39,seat,1,0,1,0,1,0.8367,0,0,0,1800
101,17137,174,42,seat,1,0,1,0,1,0.6809,0,0,0,1800
103,17137,140,47,seat,1,0,32,0,27,0.3333,0,0,0,2700
104,17137,168,39,seat,1,0,1,0,1,0.8367,0,0,0,2550
105,17137,174,42,seat,1,0,1,0,1,0.6809,0,0,0,3150
106,17287,140,47,seat,1,0,32,0,26,0.2667,0,0,0,1650
107,17287,168,39,seat,1,0,1,0,1,0.8367,0,0,0,1650
108,17287,174,42,seat,1,0,1,0,1,0.6809,0,0,0,1650
109,17287,140,47,seat,1,0,32,0,26,0.2667,0,0,0,1650
110,17287,168,39,seat,1,0,1,0,1,0.8367,0,0,0,1650
111,17287,174,42,seat,1,0,1,0,1,0.6809,0,0,0,3150
112,17287,140,47,seat,1,0,32,0,26,0.2667,0,0,0,1650
113,17287,168,39,seat,1,0,1,0,1,0.8367,0,0,0,1650
114,17287,140,47,seat,1,0,32,0,26,0.2667,0,0,0,1650
115,17287,140,47,seat,1,0,32,0,26,0.2667,0,0,0,1650
116,17287,168,39,seat,1,0,1,0,1,0.8367,0,0,0,2700
117,17287,140,47,seat,1,0,32,0,26,0.2667,0,0,0,2550
124,17300,167,40,land,0,0,12,0,12,0.8478,0,0,0,6700
135,17437,140,55,seat,0,0,5,0,5,0.9024,0,0,0,4863
120,17437,140,46,seat,1,0,26,0,26,0.3556,0,0,0,1650
121,17437,140,47,seat,1,0,32,0,25,0.4000,0,0,0,1650
122,17437,141,54,seat,0,0,1,0,1,0.8605,0,0,1,6563
123,17437,144,35,seat,0,0,1,1,0,0.9268,0,0,1,6563
125,17437,140,47,seat,1,0,32,0,25,0.4000,0,0,0,1650
126,17437,141,54,seat,0,0,1,0,1,0.8605,0,0,0,1650
127,17437,144,35,seat,0,0,1,1,0,0.9268,0,0,0,1650
128,17437,165,42,seat,0,1,4,0,4,0.4857,61522,61522,1,6563
129,17437,140,47,seat,1,0,32,0,25,0.4000,0,0,0,1650
130,17437,141,54,seat,0,0,1,0,1,0.8605,0,0,0,1650
131,17437,167,41,seat,0,0,13,0,13,0.3333,0,0,0,3450
132,17437,174,42,seat,1,0,1,0,1,0.6809,0,0,0,4200
133,17437,144,35,seat,0,0,1,1,0,0.9268,0,0,0,1650
134,17437,140,47,seat,1,0,32,0,25,0.4000,0,0,0,1650
136,17437,167,41,seat,0,0,13,0,13,0.3333,0,0,0,1413
137,17437,144,35,seat,0,0,1,1,0,0.9268,0,0,0,1650
138,17437,140,46,seat,1,0,26,0,26,0.3556,0,0,0,4800
139,17437,140,47,seat,1,0,32,0,25,0.4000,0,0,0,113
140,17437,167,41,seat,0,0,13,0,13,0.3333,0,0,0,3600
141,17437,144,35,seat,0,0,1,1,0,0.9268,0,0,0,3000
142,17437,138,40,seat,1,0,8,0,7,0.0968,0,0,0,263
143,17437,140,46,seat,1,0,26,0,26,0.3556,0,0,0,263
144,17437,140,47,seat,1,0,32,0,25,0.4000,0,0,0,1650
145,17437,141,54,seat,0,0,1,0,1,0.8605,0,0,0,4650
146,17437,167,41,seat,0,0,13,0,13,0.3333,0,0,0,263
147,17437,144,35,seat,0,0,1,1,0,0.9268,0,0,0,1650
118,17587,140,35,seat,0,1,13,0,13,0.8800,199948,199948,1,6413
148,17587,140,47,seat,1,0,29,0,25,0.3556,0,0,0,1500
149,17587,144,35,seat,1,0,1,0,1,0.9268,0,0,0,1500
150,17587,140,47,seat,1,0,29,0,25,0.3556,0,0,0,3000
151,17587,144,35,seat,1,0,1,0,1,0.9268,0,0,0,1800
152,17587,144,35,seat,1,0,1,0,1,0.9268,0,0,0,1800
153,17587,144,35,seat,1,0,1,0,1,0.9268,0,0,0,1800
154,17587,144,35,seat,1,0,1,0,1,0.9268,0,0,0,2550
155,17587,138,40,seat,1,0,8,0,7,0.1935,0,0,0,263
156,17587,140,46,seat,1,0,27,0,27,0.3111,0,0,0,1800
157,17587,144,35,seat,1,0,1,0,1,0.9268,0,0,0,1800
160,17600,134,41,land,0,0,7,0,6,0.6757,0,0,0,6400
158,17737,140,46,seat,1,0,27,0,27,0.3333,0,0,0,1650
159,17737,144,35,seat,1,0,1,0,1,0.4878,0,0,0,3150
161,17737,140,46,seat,1,0,27,0,27,0.3333,0,0,0,1650
162,17737,140,46,seat,1,0,27,0,27,0.3333,0,0,0,1800
163,17737,140,46,seat,1,0,27,0,27,0.3333,0,0,0,1800
164,17737,140,46,seat,1,0,27,0,27,0.3333,0,0,0,113
165,17737,140,46,seat,1,0,27,0,27,0.3333,0,0,0,1650
168,17800,133,41,land,0,0,7,0,6,0.6757,0,0,0,6200
166,17887,140,46,seat,1,0,31,0,31,0.2889,0,0,0,1950
167,17887,140,45,seat,1,0,54,0,48,0.2444,0,0,0,1650
169,17887,140,45,seat,1,0,54,0,48,0.2444,0,0,0,1650
170,17887,140,45,seat,1,0,54,0,48,0.2444,0,0,0,3750
171,17887,140,46,seat,1,0,31,0,31,0.2889,0,0,0,1800
184,18000,174,45,land,0,0,14,0,14,0.8140,0,0,0,6000
172,18037,140,46,seat,1,0,30,0,30,0.2889,0,0,0,1650
173,18037,140,47,seat,1,0,34,0,31,0.3333,0,0,0,3000
174,18037,149,38,seat,0,1,6,0,6,0.5106,92284,92284,3,5963
175,18037,140,46,seat,1,0,30,0,30,0.2889,0,0,0,1650
176,18037,147,36,seat,0,0,16,0,16,0.4490,0,0,0,5400
177,18037,140,46,seat,1,0,30,0,30,0.2889,0,0,0,1650
178,18037,147,36,seat,0,0,16,0,16,0.4490,0,0,0,1650
179,18037,140,46,seat,1,0,30,0,30,0.2889,0,0,0,3000
180,18037,147,36,seat,0,0,16,0,16,0.4490,0,0,0,3000
181,18037,138,40,seat,1,0,7,0,7,0.0968,0,0,0,213
182,18037,140,46,seat,1,0,30,0,30,0.2889,0,0,0,1650
183,18037,147,36,seat,0,0,16,0,16,0.4490,0,0,0,3450
185,18037,140,46,seat,1,0,30,0,30,0.2889,0,0,0,1800
186,18037,148,37,seat,1,0,5,0,5,0.4694,0,0,0,2550
193,18100,137,48,land,0,0,58,0,54,0.7333,0,0,0,5900
188,18187,168,39,seat,1,0,5,0,5,0.5918,0,0,0,1650
187,18187,148,37,seat,1,0,5,0,5,0.5510,0,0,0,1650
189,18187,140,46,seat,1,0,31,0,30,0.2667,0,0,0,3150
190,18187,148,37,seat,1,0,5,0,5,0.5510,0,0,0,1650
191,18187,140,47,seat,1,0,35,0,33,0.3111,0,0,0,1950
192,18187,148,37,seat,1,0,5,0,5,0.5510,0,0,0,1650
194,18187,148,37,seat,1,0,5,0,5,0.5510,0,0,0,2100
195,18187,148,37,seat,1,0,5,0,5,0.5510,0,0,0,1650
196,18187,148,37,seat,1,0,5,0,5,0.5510,0,0,0,1650
199,18200,173,44,land,0,0,14,0,14,0.6889,0,0,0,5800
205,18300,143,51,land,0,0,7,0,7,0.6889,0,0,0,5700
197,18337,140,46,seat,1,0,31,0,30,0.2889,0,0,0,1500
198,18337,148,37,seat,1,0,6,0,6,0.4286,0,0,0,3600
200,18337,147,36,seat,1,0,23,0,23,0.3878,0,0,0,4350
201,18337,138,40,seat,1,0,6,0,6,0.2258,0,0,0,1950
202,18337,140,46,seat,1,0,31,0,30,0.2889,0,0,0,3000
203,18337,141,54,seat,1,0,1,0,1,0.5814,0,0,0,4013
204,18337,168,39,seat,1,0,5,0,5,0.6327,0,0,0,213
209,18400,175,41,land,0,0,14,0,14,0.6596,0,0,0,5600
206,18487,138,40,seat,1,0,5,0,5,0.1935,0,0,0,1650
207,18487,144,35,seat,1,0,6,0,6,0.1220,0,0,0,3300
208,18487,138,40,seat,1,0,5,0,5,0.1935,0,0,0,3150
210,18500,143,52,land,0,0,7,0,7,0.6889,0,0,0,5500
211,18637,138,40,seat,1,0,4,0,4,0.1935,0,0,0,513
212,18637,140,47,seat,1,0,36,0,34,0.3111,0,0,0,3000
213,18637,140,46,seat,1,0,32,0,31,0.2667,0,0,0,3000
214,18637,140,47,seat,1,0,36,0,34,0.3111,0,0,0,3150
215,18787,174,42,seat,1,0,1,0,1,0.7234,0,0,0,3000
216,18787,138,40,seat,1,1,4,0,3,0.1935,61522,153806,4,5213
217,18787,140,46,seat,1,0,29,0,29,0.2889,0,0,0,2550
220,18787,138,40,seat,1,0,4,0,3,0.1935,0,0,0,213
221,18787,140,47,seat,1,0,36,0,35,0.3333,0,0,0,1650
222,18787,139,29,seat,0,0,0,0,0,0.9318,0,169187,1,5213
223,18787,168,39,seat,1,0,5,0,5,0.6327,0,0,0,1650
224,18787,174,42,seat,1,0,1,0,1,0.7234,0,0,0,1650
225,18787,140,47,seat,1,0,36,0,35,0.3333,0,0,0,1650
226,18787,139,29,seat,0,0,0,0,0,0.9318,0,0,0,1650
227,18787,174,42,seat,1,0,1,0,1,0.7234,0,0,0,1650
228,18787,140,46,seat,1,0,29,0,29,0.2889,0,0,0,1050
229,18787,140,47,seat,1,0,36,0,35,0.3333,0,0,0,1800
230,18787,139,29,seat,0,0,0,0,0,0.9318,0,0,0,1800
231,18787,168,39,seat,1,0,5,0,5,0.6327,0,0,0,1800
232,18787,174,42,seat,1,0,1,0,1,0.7234,0,0,0,1800
233,18937,140,46,seat,1,0,30,0,30,0.2667,0,0,0,1650
234,18937,140,47,seat,1,0,36,0,35,0.3111,0,0,0,1650
235,18937,139,29,seat,0,0,2,0,2,0.7955,0,0,0,1650
236,18937,174,42,seat,1,0,1,0,1,0.6596,0,0,0,1650
237,18937,140,46,seat,1,0,30,0,30,0.2667,0,0,0,2250
238,18937,140,47,seat,1,0,36,0,35,0.3111,0,0,0,1650
239,18937,139,29,seat,0,0,2,0,2,0.7955,0,0,0,1650
240,18937,174,42,seat,1,0,1,0,1,0.6596,0,0,0,1650
241,18937,140,47,seat,1,0,36,0,35,0.3111,0,0,0,2250
242,18937,139,29,seat,0,0,2,0,2,0.7955,0,0,0,3000
243,18937,174,42,seat,1,0,1,0,1,0.6596,0,0,0,3000
244,18937,140,47,seat,1,0,36,0,35,0.3111,0,0,0,300
245,18937,139,29,seat,0,0,2,0,2,0.7955,0,0,0,1650
246,18937,140,47,seat,1,0,36,0,35,0.3111,0,0,0,1350
247,18937,139,29,seat,1,0,2,0,2,0.7955,0,0,0,3300
248,18937,140,46,seat,1,0,30,0,30,0.2667,0,0,0,1650
249,18937,140,47,seat,1,0,36,0,35,0.3111,0,0,0,1650
250,18937,139,30,seat,1,0,8,0,8,0.6429,0,0,0,4050
251,18937,168,39,seat,1,0,5,0,4,0.5714,0,0,0,1650
252,18937,174,42,seat,1,0,1,0,1,0.6596,0,0,0,1650
260,19087,168,39,seat,1,0,5,0,5,0.5918,0,0,0,1800
218,19087,139,25,seat,0,0,0,0,0,0.9688,0,0,0,1113
253,19087,140,47,seat,1,0,37,0,36,0.2889,0,0,0,1800
254,19087,139,30,seat,1,0,8,0,8,0.6667,0,0,0,1800
255,19087,168,39,seat,1,0,5,0,5,0.5918,0,0,0,1800
256,19087,174,42,seat,1,0,1,0,1,0.6596,0,0,0,3750
257,19087,140,46,seat,1,0,27,0,27,0.2889,0,0,0,1350
258,19087,140,47,seat,1,0,37,0,36,0.2889,0,0,0,1800
259,19087,139,30,seat,1,0,8,0,8,0.6667,0,0,0,1800
261,19087,140,47,seat,1,0,37,0,36,0.2889,0,0,0,3750
262,19087,139,30,seat,1,0,8,0,8,0.6667,0,0,0,2850
263,19087,139,30,seat,1,0,8,0,8,0.6667,0,0,0,1650
264,19087,139,30,seat,1,0,8,0,8,0.6667,0,0,0,1650
265,19087,140,46,seat,1,0,27,0,27,0.2889,0,0,0,1650
266,19087,140,47,seat,1,0,37,0,36,0.2889,0,0,0,1050
267,19087,167,41,seat,1,0,13,0,11,0.4762,0,0,0,1650
268,19087,139,30,seat,1,0,8,0,8,0.6667,0,0,0,1650
269,19087,144,35,seat,1,0,6,0,6,0.2683,0,0,0,1650
287,19200,170,39,land,0,0,16,0,14,0.5306,0,0,0,4800
270,19237,138,40,seat,1,0,4,0,3,0.1935,0,0,0,3150
271,19237,140,46,seat,1,0,33,0,32,0.2444,0,0,0,2100
272,19237,140,47,seat,1,0,35,0,34,0.2889,0,0,0,1500
273,19237,141,53,seat,1,0,5,0,5,0.3953,0,0,0,3300
274,19237,167,41,seat,1,0,13,0,12,0.3333,0,0,0,2250
275,19237,139,30,seat,1,0,8,0,8,0.5952,0,0,0,3000
276,19237,144,35,seat,1,0,6,0,6,0.1951,0,0,0,1500
277,19237,140,47,seat,1,0,35,0,34,0.2889,0,0,0,1800
278,19237,141,53,seat,1,0,5,0,5,0.3953,0,0,0,1800
279,19237,144,35,seat,1,0,6,0,6,0.1951,0,0,0,1800
280,19237,140,47,seat,1,0,35,0,34,0.2889,0,0,0,1050
281,19237,141,53,seat,1,0,5,0,5,0.3953,0,0,0,1950
282,19237,144,35,seat,1,0,6,0,6,0.1951,0,0,0,2850
283,19237,140,47,seat,1,0,35,0,34,0.2889,0,0,0,1500
284,19237,141,53,seat,1,0,5,0,5,0.3953,0,0,0,163
285,19237,168,39,seat,1,0,5,0,5,0.5510,0,0,0,3150
286,19237,140,47,seat,1,0,35,0,34,0.2889,0,0,0,1800
288,19237,140,47,seat,1,0,35,0,34,0.2889,0,0,0,1800
289,19387,138,40,seat,1,0,4,0,4,0.2258,0,0,0,1650
290,19387,140,46,seat,1,0,35,0,34,0.3111,0,0,0,1350
291,19387,140,47,seat,1,1,37,0,37,0.3333,292232,492180,5,4613
292,19387,144,35,seat,1,0,6,0,6,0.1707,0,0,0,1650
293,19387,138,40,seat,1,0,4,0,4,0.2258,0,0,0,3900
294,19387,140,45,seat,1,0,61,0,59,0.2889,0,0,0,1200
295,19387,144,35,seat,1,0,6,0,6,0.1707,0,0,1,4613
296,19387,140,45,seat,1,0,61,0,59,0.2889,0,0,0,1350
297,19387,144,35,seat,1,0,6,0,6,0.1707,0,0,0,913
298,19387,140,45,seat,1,0,61,0,59,0.2889,0,0,0,750
299,19387,144,35,seat,1,0,6,0,6,0.1707,0,0,0,750
300,19400,169,37,land,0,0,12,0,11,0.7451,0,0,0,4600
301,19537,140,46,seat,1,0,36,0,35,0.0000,0,0,0,1200
302,19537,140,46,seat,1,0,36,0,35,0.0000,0,0,0,1800
303,19537,168,39,seat,1,0,5,0,5,0.5918,0,0,0,163
304,19537,140,45,seat,1,0,59,0,58,0.0222,0,0,0,1200
305,19537,140,45,seat,1,0,59,0,58,0.0222,0,0,0,600
310,19600,171,39,land,0,0,14,0,13,0.5918,0,0,0,4400
306,19687,140,45,seat,1,0,57,0,56,0.1778,0,0,0,1050
307,19687,140,45,seat,1,0,57,0,56,0.1778,0,0,0,513
308,19687,140,46,seat,1,0,36,0,35,0.2000,0,0,0,900
309,19687,168,39,seat,1,0,5,0,5,0.5714,0,0,0,1650
311,19687,140,46,seat,1,0,36,0,35,0.2000,0,0,0,900
312,19687,140,46,seat,1,0,36,0,35,0.2000,0,0,0,1050
313,19687,147,36,seat,1,0,22,0,22,0.3061,0,0,0,2250
314,19687,140,46,seat,1,0,36,0,35,0.2000,0,0,0,1050
319,19837,135,32,seat,0,1,15,0,15,0.5366,169187,169187,1,4163
316,19837,140,46,seat,1,0,38,0,36,0.2000,0,0,0,900
317,19837,135,33,seat,0,0,1,0,1,0.4848,0,0,0,1800
318,19837,140,46,seat,1,0,38,0,36,0.2000,0,0,0,3900
320,19837,140,46,seat,1,0,38,0,36,0.2000,0,0,0,900
321,19837,135,33,seat,0,0,1,0,1,0.4848,0,0,0,900
322,19837,135,33,seat,1,0,1,0,1,0.4848,0,0,0,900
323,19837,140,47,seat,1,0,37,0,36,0.2444,0,0,0,900
324,19837,135,33,seat,1,0,1,0,1,0.4848,0,0,0,900
325,19837,140,46,seat,1,0,38,0,36,0.2000,0,0,0,450
326,19837,140,47,seat,1,0,37,0,36,0.2444,0,0,0,2550
327,19837,147,36,seat,1,0,18,0,18,0.3673,0,0,0,1050
328,19837,168,39,seat,1,0,5,0,5,0.5714,0,0,0,163
329,19837,144,35,seat,1,0,8,0,8,0.2927,0,0,0,163
330,19837,135,33,seat,1,0,1,0,1,0.4848,0,0,0,900
331,19987,119,28,seat,0,1,0,0,0,0.9143,138426,1030501,1,4013
332,19987,140,47,seat,1,0,37,0,36,0.2889,0,0,0,2250
333,19987,147,36,seat,1,0,18,0,18,0.4490,0,0,0,2100
334,19987,135,33,seat,1,0,1,0,1,0.0606,0,0,0,1950
335,19987,147,36,seat,1,0,18,0,18,0.4490,0,0,0,1200
336,19987,135,33,seat,1,0,1,0,1,0.0606,0,0,0,750
337,19987,141,54,seat,1,0,5,0,5,0.3256,0,0,0,3450
338,19987,147,36,seat,1,0,18,0,18,0.4490,0,0,0,2250
339,19987,135,33,seat,1,0,1,0,1,0.0606,0,0,0,750
340,19987,174,42,seat,1,0,1,0,1,0.5319,0,0,0,1800
341,19987,135,33,seat,1,0,1,0,1,0.0606,0,0,0,750
342,19987,174,42,seat,1,0,1,0,1,0.5319,0,0,0,3300
343,19987,135,33,seat,1,0,1,0,1,0.0606,0,0,0,750
344,19987,135,33,seat,1,0,1,0,1,0.0606,0,0,0,750
345,20137,135,33,seat,1,0,1,0,1,0.0606,0,0,0,3750
346,20137,138,40,seat,1,0,4,0,3,0.0645,0,0,0,1050
347,20137,140,46,seat,1,0,37,0,34,0.0000,0,0,0,3863
348,20137,168,39,seat,1,0,6,0,6,0.5918,0,0,0,1650
349,20137,167,41,seat,1,0,14,0,11,0.5000,0,61522,1,3863
350,20287,138,40,seat,1,0,4,0,3,0.1935,0,0,0,2700
352,20287,151,33,seat,0,0,1,0,1,0.4706,0,0,0,2250
353,20287,174,42,seat,1,0,1,0,1,0.5319,0,0,0,3300
354,20287,139,29,seat,1,0,8,0,8,0.3636,0,0,0,1763
355,20287,151,33,seat,0,0,1,0,1,0.4706,0,0,0,450
356,20287,151,33,seat,0,0,1,0,1,0.4706,0,0,0,450
357,20287,151,33,seat,0,0,1,0,1,0.4706,0,0,0,2550
358,20287,140,44,seat,1,0,67,0,56,0.0909,0,0,0,3000
359,20287,151,33,seat,0,1,1,0,1,0.4706,92284,92284,2,3713
360,20437,168,39,seat,1,0,6,0,6,0.5714,0,0,0,1650
361,20437,174,42,seat,1,0,1,0,1,0.6383,0,0,0,1650
362,20437,139,29,seat,1,0,8,0,8,0.5227,0,0,0,450
363,20437,168,39,seat,1,0,6,0,6,0.5714,0,0,0,1650
364,20437,174,42,seat,1,0,1,0,1,0.6383,0,0,0,1650
365,20437,138,40,seat,1,0,4,0,3,0.0000,0,0,0,113
366,20437,140,47,seat,1,0,38,0,34,0.0222,0,0,2,3563
367,20437,168,39,seat,1,0,6,0,6,0.5714,0,0,0,113
368,20437,174,42,seat,1,0,1,0,1,0.6383,0,0,0,3000
369,20437,144,35,seat,1,0,11,0,10,0.2683,0,0,0,2850
373,20500,175,43,land,0,0,16,0,16,0.6889,0,0,0,3500
374,20500,135,46,land,0,0,0,0,0,0.5778,0,0,0,3500
370,20587,138,40,seat,1,0,5,0,4,0.0000,0,0,0,113
371,20587,147,36,seat,1,0,16,0,14,0.1837,0,0,0,113
372,20587,60,39,seat,0,0,0,0,0,0.8333,0,0,0,1650
375,20587,174,33,seat,0,0,0,0,0,0.9804,0,0,1,3413
376,20587,140,47,seat,1,0,34,0,29,0.0222,0,0,0,1650
377,20587,174,33,seat,0,0,0,0,0,0.9804,0,0,0,1650
378,20587,140,47,seat,1,0,34,0,29,0.0222,0,0,0,1650
379,20587,174,33,seat,0,0,0,0,0,0.9804,0,0,0,1650
380,20587,140,46,seat,1,0,34,0,31,0.0444,0,0,0,2400
381,20587,140,47,seat,1,0,34,0,29,0.0222,0,0,0,3300
382,20587,174,33,seat,0,0,0,0,0,0.9804,0,0,1,3413
383,20587,139,30,seat,1,0,6,0,6,0.4524,0,0,0,2700
384,20587,168,39,seat,1,0,6,0,6,0.6122,0,0,0,113
385,20587,174,42,seat,1,0,1,0,1,0.5745,0,0,0,3150
393,20600,136,48,land,0,0,0,0,0,0.6444,0,0,1,3400
426,20700,174,44,land,0,0,18,0,18,0.6667,0,0,0,3300
427,20700,135,47,land,0,0,0,0,0,0.7556,0,0,0,3300
404,20737,168,39,seat,1,0,6,0,6,0.5918,0,0,1,3263
386,20737,139,43,seat,1,0,40,0,33,0.2444,0,0,0,1713
387,20737,140,47,seat,1,0,23,0,20,0.1556,0,0,0,1500
388,20737,174,33,seat,0,0,0,0,0,0.9804,0,0,0,1500
389,20737,147,36,seat,1,0,14,0,13,0.3469,0,0,0,1500
